date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:02:40	13362/13362	---MCZ	200	added ('OK')	text/css	etag:W/%225c75cdac-3432%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/style.min.css?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/style.min5d63.css	(from https://mullenusa.com/)
15:02:41	70199/70199	---MCZ	200	added ('OK')	text/css	etag:W/%225c75cdac-11237%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/animate.min.css?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/animate.min5d63.css	(from https://mullenusa.com/)
15:02:42	4226/4226	---MCZ	200	added ('OK')	text/css	etag:W/%225c75cdac-1082%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/info-box.min.css?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/info-box.min5d63.css	(from https://mullenusa.com/)
15:02:42	1070/1070	---MCZ	200	added ('OK')	text/css	etag:W/%225c75cdac-42e%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/stats-counter.min.css?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/stats-counter.min5d63.css	(from https://mullenusa.com/)
15:02:42	14441/14441	---MCZ	200	added ('OK')	text/css	etag:W/%225c75cdac-3869%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/creative-link.min.css?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/creative-link.min5d63.css	(from https://mullenusa.com/)
15:02:43	96873/96873	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cf594e5-17a69%22	https://mullenusa.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	E:/MullenUSA/mullenusa.com/wp-includes/js/jquery/jquery4a5f.js	(from https://mullenusa.com/)
15:02:43	10056/10056	---MCZ	200	added ('OK')	application/javascript	etag:W/%22573eaa90-2748%22	https://mullenusa.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	E:/MullenUSA/mullenusa.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://mullenusa.com/)
15:02:44	110564/110564	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdab-1afe4%22	https://mullenusa.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.8.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min84f5.js	(from https://mullenusa.com/)
15:02:44	64949/64949	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdab-fdb5%22	https://mullenusa.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.8.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min84f5.js	(from https://mullenusa.com/)
15:02:45	868/868	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c76472b-364%22	https://mullenusa.com/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-contact-form-7-tracker.js?ver=1.9.2	E:/MullenUSA/mullenusa.com/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-contact-form-7-tracker2c00.js	(from https://mullenusa.com/)
15:02:45	1487/1487	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c76472b-5cf%22	https://mullenusa.com/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker.js?ver=1.9.2	E:/MullenUSA/mullenusa.com/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker2c00.js	(from https://mullenusa.com/)
15:02:45	3725/3725	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c76472b-e8d%22	https://mullenusa.com/wp-content/plugins/duracelltomi-google-tag-manager/js/analytics-talk-content-tracking.js?ver=1.9.2	E:/MullenUSA/mullenusa.com/wp-content/plugins/duracelltomi-google-tag-manager/js/analytics-talk-content-tracking2c00.js	(from https://mullenusa.com/)
15:02:46	216501/216501	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-34db5%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate.min.js?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate.min5d63.js	(from https://mullenusa.com/)
15:02:46	1112/1112	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-458%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min.js?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min5d63.js	(from https://mullenusa.com/)
15:02:47	21409/21409	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-53a1%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min.js?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min5d63.js	(from https://mullenusa.com/)
15:02:47	1430/1430	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-596%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min.js?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min5d63.js	(from https://mullenusa.com/)
15:02:48	2614/2614	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-a36%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/countUp.min.js?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/countUp.min5d63.js	(from https://mullenusa.com/)
15:02:48	2144/2144	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-860%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/creative-link.min.js?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/creative-link.min5d63.js	(from https://mullenusa.com/)
15:02:48	792/792	---MCZ	200	added ('OK')	text/xml	date:Wed,%2025%20Sep%202019%2010:02:48%20GMT	https://mullenusa.com/xmlrpc.php?rsd	E:/MullenUSA/mullenusa.com/xmlrpc0db0.php	(from https://mullenusa.com/)
15:02:48	80623/80623	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202019%2010:02:48%20GMT	https://mullenusa.com/wp-json/	E:/MullenUSA/mullenusa.com/wp-json/index.html	(from https://mullenusa.com/)
15:02:49	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a8c1b8-415%22	https://mullenusa.com/wp-includes/wlwmanifest.xml	E:/MullenUSA/mullenusa.com/wp-includes/wlwmanifest.xml	(from https://mullenusa.com/)
15:02:49	2163/2163	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202019%2010:02:49%20GMT	https://mullenusa.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmullenusa.com%2F	E:/MullenUSA/mullenusa.com/wp-json/oembed/1.0/embed1ed4.json	(from https://mullenusa.com/)
15:02:49	769/769	---M--	200	added ('OK')	image/png	etag:%225c75cda6-301%22	https://mullenusa.com/wp-content/uploads/2019/01/cropped-android-chrome-512x512-32x32.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/cropped-android-chrome-512x512-32x32.png	(from https://mullenusa.com/)
15:02:50	8218/8218	---M--	200	added ('OK')	image/png	etag:%225c75cda7-201a%22	https://mullenusa.com/wp-content/uploads/2019/01/cropped-android-chrome-512x512-192x192.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/cropped-android-chrome-512x512-192x192.png	(from https://mullenusa.com/)
15:02:50	8469/8469	---M--	200	added ('OK')	image/png	etag:%225c75cda6-2115%22	https://mullenusa.com/wp-content/uploads/2019/01/cropped-android-chrome-512x512-180x180.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/cropped-android-chrome-512x512-180x180.png	(from https://mullenusa.com/)
15:02:50	849/849	---M--	200	added ('OK')	image/png	etag:%225cc0cf60-351%22	https://mullenusa.com/wp-content/uploads/2019/04/Sound-on-icon.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/04/Sound-on-icon.png	(from https://mullenusa.com/)
15:02:51	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202019%2010:02:51%20GMT	http://mullenusa.com/wp-content/uploads/2019/01/mullen-logo-white-36.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/mullen-logo-white-36.2c.delayed	(from https://mullenusa.com/)
15:02:51	3675/3675	---M--	200	added ('OK')	image/png	etag:%225c75cda6-e5b%22	https://mullenusa.com/wp-content/uploads/2019/01/mullen-logo-white-36.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/mullen-logo-white-36.png	(from https://mullenusa.com/)
15:02:52	1170/1170	---M--	200	added ('OK')	image/png	etag:%225c75cda6-492%22	https://mullenusa.com/wp-content/uploads/2019/01/Keep-in-touch-btn.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/Keep-in-touch-btn.png	(from https://mullenusa.com/)
15:02:53	70303/70303	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:52%20GMT	https://mullenusa.com/about/	E:/MullenUSA/mullenusa.com/about/index.html	(from https://mullenusa.com/)
15:02:53	79313/79313	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:52%20GMT	https://mullenusa.com/contact/	E:/MullenUSA/mullenusa.com/contact/index.html	(from https://mullenusa.com/)
15:02:53	85230/85230	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:53%20GMT	https://mullenusa.com/qiantu-k50-h/	E:/MullenUSA/mullenusa.com/qiantu-k50-h/index.html	(from https://mullenusa.com/)
15:02:54	99524/99524	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:53%20GMT	https://mullenusa.com/reserve-qiantu-k50/	E:/MullenUSA/mullenusa.com/reserve-qiantu-k50/index.html	(from https://mullenusa.com/)
15:02:55	81377/81377	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:53%20GMT	https://mullenusa.com/media-k50/	E:/MullenUSA/mullenusa.com/media-k50/index.html	(from https://mullenusa.com/)
15:02:55	96737/96737	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:54%20GMT	https://mullenusa.com/news-articles-mullen-electric-cars/	E:/MullenUSA/mullenusa.com/news-articles-mullen-electric-cars/index.html	(from https://mullenusa.com/)
15:02:55	79892/79892	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:54%20GMT	https://mullenusa.com/mullen-lounge-point/	E:/MullenUSA/mullenusa.com/mullen-lounge-point/index.html	(from https://mullenusa.com/)
15:02:55	207134/207134	---M--	200	added ('OK')	image/jpeg	etag:%225cadb232-3291e%22	https://mullenusa.com/wp-content/uploads/2019/04/kv.jpg	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/04/kv.jpg	(from https://mullenusa.com/)
15:02:56	926/926	---M--	200	added ('OK')	image/png	etag:%225cc0cf78-39e%22	https://mullenusa.com/wp-content/uploads/2019/04/Sound-off-icon.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/04/Sound-off-icon.png	(from https://mullenusa.com/)
15:02:56	77103/77103	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:55%20GMT	https://mullenusa.com/investors/	E:/MullenUSA/mullenusa.com/investors/index.html	(from https://mullenusa.com/)
15:02:56	84148/84148	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:56%20GMT	https://mullenusa.com/government/	E:/MullenUSA/mullenusa.com/government/index.html	(from https://mullenusa.com/)
15:02:57	77637/77637	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:56%20GMT	https://mullenusa.com/financing/	E:/MullenUSA/mullenusa.com/financing/index.html	(from https://mullenusa.com/)
15:02:57	89249/89249	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202019%2010:02:56%20GMT	https://mullenusa.com/keepintouch/	E:/MullenUSA/mullenusa.com/keepintouch/index.html	(from https://mullenusa.com/)
15:02:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202019%2010:02:57%20GMT	https://mullenusa.com/reserve-qiantu-k50	E:/MullenUSA/mullenusa.com/reserve-qiantu-k50	(from https://mullenusa.com/)
15:02:57	190892/190892	---M--	200	added ('OK')	image/jpeg	etag:%225cada064-2e9ac%22	https://mullenusa.com/wp-content/uploads/2019/04/qiantu-k50-buttons-bg@2xn.jpg	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/04/qiantu-k50-buttons-bg@2xn.jpg	(from https://mullenusa.com/)
15:02:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202019%2010:02:57%20GMT	https://mullenusa.com/contact	E:/MullenUSA/mullenusa.com/contact	(from https://mullenusa.com/)
15:02:58	9422/9422	---M--	200	added ('OK')	image/png	etag:%225c75cda7-24ce%22	https://mullenusa.com/wp-content/uploads/2019/01/carhub-light.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/carhub-light.png	(from https://mullenusa.com/)
15:02:58	11768/11768	---M--	200	added ('OK')	image/png	etag:%225cd474c8-2df8%22	https://mullenusa.com/wp-content/uploads/2019/05/mullen-point-logo2.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/05/mullen-point-logo2.png	(from https://mullenusa.com/)
15:02:59	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202019%2010:02:59%20GMT	http://mullenusa.com/wp-content/uploads/2019/01/mullen-logo-black-36.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/mullen-logo-black-36.37.delayed	(from https://mullenusa.com/)
15:02:59	3577/3577	---M--	200	added ('OK')	image/png	etag:%225c75cda7-df9%22	https://mullenusa.com/wp-content/uploads/2019/01/mullen-logo-black-36.png	E:/MullenUSA/mullenusa.com/wp-content/uploads/2019/01/mullen-logo-black-36.png	(from https://mullenusa.com/)
15:02:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202019%2010:02:59%20GMT	https://mullenusa.com/contact	E:/MullenUSA/mullenusa.com/contact	(from https://mullenusa.com/)
15:03:00	1669/1669	---M--	200	added ('OK')	image/gif	etag:%225c75cda9-685%22	https://mullenusa.com/wp-content/themes/hazel/images/ajx_loading.gif	E:/MullenUSA/mullenusa.com/wp-content/themes/hazel/images/ajx_loading.gif	(from https://mullenusa.com/)
15:03:00	455385/455385	---MCZ	200	added ('OK')	text/css	etag:W/%225c75cdac-6f2d9%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/ultimate.min.css?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/ultimate.min5d63.css	(from https://mullenusa.com/)
15:03:01	9312/9312	---MCZ	200	added ('OK')	text/css	etag:W/%225c75cdac-2460%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/background-style.min.css?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/background-style.min5d63.css	(from https://mullenusa.com/)
15:03:01	14440/14440	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdad-3868%22	https://mullenusa.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/contact-form-7/includes/js/scripts3c21.js	(from https://mullenusa.com/)
15:03:05	1569/1569	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2025%20Sep%202019%2010:03:05%20GMT	http://js.hs-scripts.com/5351724.js?integration=WordPress&ver=7.10.0	E:/MullenUSA/js.hs-scripts.com/5351724514c.js	(from https://mullenusa.com/)
15:03:08	273904/273904	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cda9-42df0%22	https://mullenusa.com/wp-content/themes/hazel/js/utils.js?ver=1.0	E:/MullenUSA/mullenusa.com/wp-content/themes/hazel/js/utils5152.js	(from https://mullenusa.com/)
15:03:08	43096/43096	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cda9-a858%22	https://mullenusa.com/wp-content/themes/hazel/js/hazel.js?ver=1	E:/MullenUSA/mullenusa.com/wp-content/themes/hazel/js/hazel68b3.js	(from https://mullenusa.com/)
15:03:09	208223/208223	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-32d5f%22	https://mullenusa.com/wp-content/plugins/cubeportfolio/public/js/main.min-1.13.2.js?ver=3.8.0	E:/MullenUSA/mullenusa.com/wp-content/plugins/cubeportfolio/public/js/main.min-1.13.29e95.js	(from https://mullenusa.com/)
15:03:09	6759/6759	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-1a67%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/SmoothScroll.min.js?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/SmoothScroll.min5d63.js	(from https://mullenusa.com/)
15:03:09	471/471	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-1d7%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/info-box.min.js?ver=3.17.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/info-box.min5d63.js	(from https://mullenusa.com/)
15:03:09	20831/20831	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdad-515f%22	https://mullenusa.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=5.6	E:/MullenUSA/mullenusa.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min40df.js	(from https://mullenusa.com/)
15:03:10	1403/1403	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbecad8-57b%22	https://mullenusa.com/wp-includes/js/wp-embed.min.js?ver=5.2.1	E:/MullenUSA/mullenusa.com/wp-includes/js/wp-embed.min7752.js	(from https://mullenusa.com/)
15:03:10	8113/8113	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c73ab2a-1fb1%22	https://mullenusa.com/wp-includes/js/imagesloaded.min.js?ver=3.2.0	E:/MullenUSA/mullenusa.com/wp-includes/js/imagesloaded.min55a0.js	(from https://mullenusa.com/)
15:03:10	28953/28953	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c73ab2a-7119%22	https://mullenusa.com/wp-includes/js/masonry.min.js?ver=3.3.2	E:/MullenUSA/mullenusa.com/wp-includes/js/masonry.mind617.js	(from https://mullenusa.com/)
15:03:11	4000/4000	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbd7bee-fa0%22	https://mullenusa.com/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	E:/MullenUSA/mullenusa.com/wp-includes/js/jquery/ui/core.mine899.js	(from https://mullenusa.com/)
15:03:11	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdad-1f6c%22	https://mullenusa.com/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min.js?ver=5.6	E:/MullenUSA/mullenusa.com/wp-content/plugins/js_composer/assets/lib/waypoints/waypoints.min40df.js	(from https://mullenusa.com/)
15:03:12	45582/45582	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-b20e%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate_bg.min.js?ver=5.2.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate_bg.min7752.js	(from https://mullenusa.com/)
15:03:12	3435/3435	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c75cdac-d6b%22	https://mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/vhparallax.min.js?ver=5.2.1	E:/MullenUSA/mullenusa.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/vhparallax.min7752.js	(from https://mullenusa.com/)
15:03:14	118560/118560	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c75cda9-1cf20%22	https://mullenusa.com/wp-content/themes/hazel/css/font-awesome/fa-brands-400.eot	E:/MullenUSA/mullenusa.com/wp-content/themes/hazel/css/font-awesome/fa-brands-400.eot	(from https://mullenusa.com/wp-content/themes/hazel/css/icons-font.css?ver=5.2.1)
15:03:14	118560/118560	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c75cda9-1cf20%22	https://mullenusa.com/wp-content/themes/hazel/css/font-awesome/fa-brands-400.eot?	E:/MullenUSA/mullenusa.com/wp-content/themes/hazel/css/font-awesome/fa-brands-400d41d.eot	(from https://mullenusa.com/wp-content/themes/hazel/css/icons-font.css?ver=5.2.1)
